,Date,Narration,Ref_no,Value_dt,Withdrawl,Deposit,Closing Balance,clean_narration,doc_topic,topic_desc
79,14/08/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-222671842379-SUBSCRIPTION DEBIT,0000222671842379,14/08/22,27.0,,7196.6, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
80,15/08/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-222774880335-SUBSCRIPTION DEBIT,0000222774880335,15/08/22,20.0,,7176.6, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
81,15/08/22,UPI-CCAVENUES-CCAVENUES@ICICI-ICIC0DC0099-222715254104-UPI,0000222715254104,15/08/22,2745.5,,4431.1, ccavenues ccavenues,3,"[list([('hungerbox paytm', 13.174251604078895), ('aeml awsp', 3.595276358492651), ('ccavenues ccavenues', 2.5585233143451727), ('premji paytmqr', 1.5287022749836985), ('patel premji paytmqr', 1.5276871161621721)])]"
82,16/08/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-222875800235-SUBSCRIPTION DEBIT,0000222875800235,16/08/22,22.0,,4409.1, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
83,17/08/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-222981000481-SUBSCRIPTION DEBIT,0000222981000481,17/08/22,20.0,,4389.1, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
84,18/08/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-223069754826-SUBSCRIPTION DEBIT,0000223069754826,18/08/22,20.0,,4369.1, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
85,19/08/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-223179449881-SUBSCRIPTION DEBIT,0000223179449881,19/08/22,26.0,,4343.1, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
86,19/08/22,UPI-NARESH PUROHIT-NP1784534@OKHDFCBANK-HDFC0003522-223196651819-UPI,0000223196651819,19/08/22,40.0,,4303.1, naresh purohit np,4,"[list([('naresh purohit', 11.170927092504018), ('purohit np', 11.167440746173527), ('naresh purohit np', 11.166542020373829), ('gagan pan', 0.13119500953407723), ('pan shop', 0.1307016139459496)])]"
87,20/08/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-223284092761-SUBSCRIPTION DEBIT,0000223284092761,20/08/22,20.0,,4283.1, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
88,21/08/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-223392053613-SUBSCRIPTION DEBIT,0000223392053613,21/08/22,30.0,,4253.1, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
89,22/08/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-223447370728-SUBSCRIPTION DEBIT,0000223447370728,22/08/22,20.0,,4233.1, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
90,23/08/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-223573736977-SUBSCRIPTION DEBIT,0000223573736977,23/08/22,20.0,,4213.1, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
91,23/08/22,UPI-NARESH PUROHIT-NP1784534@OKHDFCBANK-HDFC0003522-223581125968-UPI,0000223581125968,23/08/22,218.0,,3995.1, naresh purohit np,4,"[list([('naresh purohit', 11.170927092504018), ('purohit np', 11.167440746173527), ('naresh purohit np', 11.166542020373829), ('gagan pan', 0.13119500953407723), ('pan shop', 0.1307016139459496)])]"
92,24/08/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-223600408301-SUBSCRIPTION DEBIT,0000223600408301,24/08/22,25.0,,3970.1, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
93,25/08/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-223716622024-SUBSCRIPTION DEBIT,0000223716622024,25/08/22,20.0,,3950.1, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
94,26/08/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-223831507502-SUBSCRIPTION DEBIT,0000223831507502,26/08/22,20.0,,3930.1, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
95,27/08/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-223923960164-SUBSCRIPTION DEBIT,0000223923960164,27/08/22,30.0,,3900.1, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
96,27/08/22,UPI-COUNTRY DELIGHT-PAYTM-31857153@PAYTM-PYTM0123456-223959452980-COUNTRY DELIGHT,0000223959452980,27/08/22,500.0,,3400.1, country delight paytm,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
97,27/08/22,UPI-RAHUL-BHARATPE.90058100142@FBPE-FDRL0001382-223959740873-PAY TO BHARATPE ME,0000223959740873,27/08/22,60.0,,3340.1, rahul bharatpe ,8,"[list([('sumit mohan', 4.505268486902978), ('mohan gupta', 4.504494554311667), ('sumit mohan gupta', 4.502622451115006), ('jiofiber jiofiber', 2.613046376779851), ('olamoney razorpay', 1.7976716994787716)])]"
98,27/08/22,UPI-AEML-AWSP3@IDFCBANK-IDFB0040101-223963178512-UPI,0000223963178512,27/08/22,1090.0,,2250.1, aeml awsp ,3,"[list([('hungerbox paytm', 13.174251604078895), ('aeml awsp', 3.595276358492651), ('ccavenues ccavenues', 2.5585233143451727), ('premji paytmqr', 1.5287022749836985), ('patel premji paytmqr', 1.5276871161621721)])]"
99,28/08/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-224053573869-SUBSCRIPTION DEBIT,0000224053573869,28/08/22,20.0,,2230.1, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
100,29/08/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-224109821693-SUBSCRIPTION DEBIT,0000224109821693,29/08/22,40.0,,2190.1, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
101,29/08/22,UPI-PREMJIRAMJIPATEL-Q897899818@YBL-YESB0YBLUPI-224115014009-UPI,0000224115014009,29/08/22,15.0,,2175.1, premjiramjipatel q ,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
102,30/08/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-224270976788-SUBSCRIPTION DEBIT,0000224270976788,30/08/22,20.0,,2155.1, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
104,31/08/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-224359943379-SUBSCRIPTION DEBIT,0000224359943379,31/08/22,25.0,,73428.1, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
105,31/08/22,UPI-CRED-CRED.CCBP@YESBANK-YESB0000022-224311381636-PAYMENT ON CRED,0000224311381636,31/08/22,20313.0,,53115.1, cred cred ccbp,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
106,31/08/22,UPI-CREDCLUB-CREDCLUB@ICICI-ICIC0DC0099-224311744794-PAYMENT ON CRED,0000224311744794,31/08/22,1182.36,,51932.74, credclub credclub,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
107,31/08/22,UPI-NARESH PUROHIT-NP1784534@OKHDFCBANK-HDFC0003522-224351304096-UPI,0000224351304096,31/08/22,190.0,,51742.74, naresh purohit np,4,"[list([('naresh purohit', 11.170927092504018), ('purohit np', 11.167440746173527), ('naresh purohit np', 11.166542020373829), ('gagan pan', 0.13119500953407723), ('pan shop', 0.1307016139459496)])]"
108,31/08/22,UPI-SUMIT MOHAN GUPTA-SUMITMG@OKICICI-BARB0PANKIX-224351318005-EDUCATION LOAN,0000224351318005,31/08/22,25000.0,,26742.74, sumit mohan gupta,8,"[list([('sumit mohan', 4.505268486902978), ('mohan gupta', 4.504494554311667), ('sumit mohan gupta', 4.502622451115006), ('jiofiber jiofiber', 2.613046376779851), ('olamoney razorpay', 1.7976716994787716)])]"
109,01/09/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-224451170831-SUBSCRIPTION DEBIT,0000224451170831,01/09/22,20.0,,26722.74, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
110,01/09/22,UPI-JIOFIBER-JIOFIBER@YESBANK-YESB0000248-224469965796-JIO20TB00001YMT0H0,0000224469965796,01/09/22,824.82,,25897.92, jiofiber jiofiber,8,"[list([('sumit mohan', 4.505268486902978), ('mohan gupta', 4.504494554311667), ('sumit mohan gupta', 4.502622451115006), ('jiofiber jiofiber', 2.613046376779851), ('olamoney razorpay', 1.7976716994787716)])]"
111,01/09/22,UPI-NARESH PUROHIT-NP1784534@OKHDFCBANK-HDFC0003522-224481338309-UPI,0000224481338309,01/09/22,58.0,,25839.92, naresh purohit np,4,"[list([('naresh purohit', 11.170927092504018), ('purohit np', 11.167440746173527), ('naresh purohit np', 11.166542020373829), ('gagan pan', 0.13119500953407723), ('pan shop', 0.1307016139459496)])]"
112,01/09/22,UPI-NARESH PUROHIT-NP1784534@OKHDFCBANK-HDFC0003522-224481378628-UPI,0000224481378628,01/09/22,10.0,,25829.92, naresh purohit np,4,"[list([('naresh purohit', 11.170927092504018), ('purohit np', 11.167440746173527), ('naresh purohit np', 11.166542020373829), ('gagan pan', 0.13119500953407723), ('pan shop', 0.1307016139459496)])]"
114,02/09/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-224568927684-SUBSCRIPTION DEBIT,0000224568927684,02/09/22,40.0,,25790.92, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
116,02/09/22,UPI-NARESH PUROHIT-NP1784534@OKHDFCBANK-HDFC0003522-224505961989-UPI,0000224505961989,02/09/22,20.0,,27174.31, naresh purohit np,4,"[list([('naresh purohit', 11.170927092504018), ('purohit np', 11.167440746173527), ('naresh purohit np', 11.166542020373829), ('gagan pan', 0.13119500953407723), ('pan shop', 0.1307016139459496)])]"
117,02/09/22,UPI-NARESH PUROHIT-NP1784534@OKHDFCBANK-HDFC0003522-224505975885-UPI,0000224505975885,02/09/22,20.0,,27154.31, naresh purohit np,4,"[list([('naresh purohit', 11.170927092504018), ('purohit np', 11.167440746173527), ('naresh purohit np', 11.166542020373829), ('gagan pan', 0.13119500953407723), ('pan shop', 0.1307016139459496)])]"
118,03/09/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-224646973119-SUBSCRIPTION DEBIT,0000224646973119,03/09/22,37.0,,27117.31, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
119,03/09/22,UPI-IKEA INDIA PVT LTD-IKEAINDIAPVTLTD.41509353@HDFCBANK-HDFC0000001-224626679765-UPI,0000224626679765,03/09/22,5190.0,,21927.31, ikea india pvt,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
120,04/09/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-224736239308-SUBSCRIPTION DEBIT,0000224736239308,04/09/22,40.0,,21887.31, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
121,04/09/22,UPI-NARESH PUROHIT-NP1784534@OKHDFCBANK-HDFC0003522-224743469647-UPI,0000224743469647,04/09/22,56.0,,21831.31, naresh purohit np,4,"[list([('naresh purohit', 11.170927092504018), ('purohit np', 11.167440746173527), ('naresh purohit np', 11.166542020373829), ('gagan pan', 0.13119500953407723), ('pan shop', 0.1307016139459496)])]"
122,04/09/22,UPI-CCAVENUES-CCAVENUES@ICICI-ICIC0DC0099-224746713865-UPI,0000224746713865,04/09/22,3605.84,,18225.47, ccavenues ccavenues,3,"[list([('hungerbox paytm', 13.174251604078895), ('aeml awsp', 3.595276358492651), ('ccavenues ccavenues', 2.5585233143451727), ('premji paytmqr', 1.5287022749836985), ('patel premji paytmqr', 1.5276871161621721)])]"
123,05/09/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-224831331562-SUBSCRIPTION DEBIT,0000224831331562,05/09/22,40.0,,18185.47, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
124,05/09/22,DC 1019060021591624 AUTOPAY SI-TAD,0000000451958255,05/09/22,1788.89,,16396.58,dc autopay si tad,9,"[list([('si tad', 2.035923755867459), ('autopay si tad', 2.0352256901407024), ('autopay si', 2.0348731549436505), ('dc autopay si', 2.032376855832404), ('dc autopay', 2.0312507869052774)])]"
125,05/09/22,UPI-KRISHNA VEGETABLES A-PAYTMQR281005050101OGH9MJCCHZHN@PAYTM-PYTM0123456-224873735710-UPI,0000224873735710,05/09/22,25.0,,16371.58, krishna vegetables a,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
126,05/09/22,UPI-ASHOK LAXMAN PANSARE-PAYTMQR2810050501011QH1A2L7IS8G@PAYTM-PYTM0123456-224874350296-UPI,0000224874350296,05/09/22,15.0,,16356.58, ashok laxman pansare,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
127,05/09/22,UPI-GAGAN PAN SHOP-PAYTMQR28100505010114WJI6OVAW2B@PAYTM-PYTM0123456-224874393603-UPI,0000224874393603,05/09/22,18.0,,16338.58, gagan pan shop,8,"[list([('sumit mohan', 4.505268486902978), ('mohan gupta', 4.504494554311667), ('sumit mohan gupta', 4.502622451115006), ('jiofiber jiofiber', 2.613046376779851), ('olamoney razorpay', 1.7976716994787716)])]"
128,06/09/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-224968644353-SUBSCRIPTION DEBIT,0000224968644353,06/09/22,39.0,,16299.58, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
129,07/09/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-225060460656-SUBSCRIPTION DEBIT,0000225060460656,07/09/22,31.0,,16268.58, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
130,07/09/22,UPI-NARESH PUROHIT-NP1784534@OKHDFCBANK-HDFC0003522-225011073285-UPI,0000225011073285,07/09/22,50.0,,16218.58, naresh purohit np,4,"[list([('naresh purohit', 11.170927092504018), ('purohit np', 11.167440746173527), ('naresh purohit np', 11.166542020373829), ('gagan pan', 0.13119500953407723), ('pan shop', 0.1307016139459496)])]"
131,08/09/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-225164009625-SUBSCRIPTION DEBIT,0000225164009625,08/09/22,25.0,,16193.58, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
132,08/09/22,UPI-SAINATH PAN BIDI SHO-PAYTMQR28100505010119BYX9JLSZUS@PAYTM-PYTM0123456-225144175247-UPI,0000225144175247,08/09/22,18.0,,16175.58, sainath pan bidi,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
133,09/09/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-225295070634-SUBSCRIPTION DEBIT,0000225295070634,09/09/22,30.0,,16145.58, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
134,10/09/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-225326083961-SUBSCRIPTION DEBIT,0000225326083961,10/09/22,20.0,,16125.58, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
135,10/09/22,UPI-RAHUL-BHARATPE.90058100142@FBPE-FDRL0001382-225371080231-PAY TO BHARATPE ME,0000225371080231,10/09/22,170.0,,15955.58, rahul bharatpe ,8,"[list([('sumit mohan', 4.505268486902978), ('mohan gupta', 4.504494554311667), ('sumit mohan gupta', 4.502622451115006), ('jiofiber jiofiber', 2.613046376779851), ('olamoney razorpay', 1.7976716994787716)])]"
137,11/09/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-225478728936-SUBSCRIPTION DEBIT,0000225478728936,11/09/22,20.0,,16268.58, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
138,12/09/22,50400264425075- RD INSTALLMENT-SEP 2022,000000000000000,11/09/22,1400.0,,14868.58, rd installment sep,5,"[list([('rd installment', 5.604710649033009), ('shantidhan stores', 2.7402329765419635), ('stores gpay', 2.7390542080882083), ('shantidhan stores gpay', 2.7366626902016304), ('installment dec', 2.0266108955371855)])]"
139,12/09/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-225571936073-SUBSCRIPTION DEBIT,0000225571936073,12/09/22,31.0,,14837.58, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
140,13/09/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-225663737446-SUBSCRIPTION DEBIT,0000225663737446,13/09/22,28.0,,14809.58, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
141,13/09/22,UPI-MD DILSHAD ALAM-PAYTMQR281005050101NX01RVOSL1C9@PAYTM-PYTM0123456-225645282393-UPI,0000225645282393,13/09/22,15.0,,14794.58, md dilshad alam,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
142,13/09/22,UPI-KRISHNA VEGETABLES A-PAYTMQR2810050501011SB7D2XYQJBM@PAYTM-PYTM0123456-225656147852-UPI,0000225656147852,13/09/22,25.0,,14769.58, krishna vegetables a,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
143,14/09/22,50400269095673- RD INSTALLMENT-JUL 2022,000000000000000,13/09/22,10000.0,,4769.58, rd installment jul,7,"[list([('raj vegetables gpay', 4.360523938382696), ('vegetables gpay', 4.3601697153875785), ('raj vegetables', 4.359825827176104), ('stores paytmqr', 3.567746696089187), ('hair glow', 2.506362310298007)])]"
144,14/09/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-225794592590-SUBSCRIPTION DEBIT,0000225794592590,14/09/22,40.0,,4729.58, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
145,14/09/22,UPI-COUNTRY DELIGHT-PAYTM-31857153@PAYTM-PYTM0123456-225762850398-COUNTRY DELIGHT,0000225762850398,14/09/22,1500.0,,3229.58, country delight paytm,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
146,15/09/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-225809567168-SUBSCRIPTION DEBIT,0000225809567168,15/09/22,40.0,,3189.58, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
147,15/09/22,UPI-NARESH PUROHIT-NP1784534@OKHDFCBANK-HDFC0003522-225899932458-UPI,0000225899932458,15/09/22,40.0,,3149.58, naresh purohit np,4,"[list([('naresh purohit', 11.170927092504018), ('purohit np', 11.167440746173527), ('naresh purohit np', 11.166542020373829), ('gagan pan', 0.13119500953407723), ('pan shop', 0.1307016139459496)])]"
148,16/09/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-225936179573-SUBSCRIPTION DEBIT,0000225936179573,16/09/22,40.0,,3109.58, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
149,16/09/22,UPI-DUNZO DIGITAL PRIVAT-DUNZO.PAYU@HDFCBANK-HDFC0000499-225912639226-DUNZO ORDER,0000225912639226,16/09/22,110.0,,2999.58, dunzo digital privat,3,"[list([('hungerbox paytm', 13.174251604078895), ('aeml awsp', 3.595276358492651), ('ccavenues ccavenues', 2.5585233143451727), ('premji paytmqr', 1.5287022749836985), ('patel premji paytmqr', 1.5276871161621721)])]"
150,17/09/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-226081257539-SUBSCRIPTION DEBIT,0000226081257539,17/09/22,36.0,,2963.58, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
151,18/09/22,UPI-SWIGGY-SWIGGY@YESPAY-YESB0YESUPI-226166753700-PAY FOR MERCHANT,0000226166753700,18/09/22,308.0,,2655.58, swiggy swiggy,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
154,19/09/22,UPI-NARESH PUROHIT-NP1784534@OKHDFCBANK-HDFC0003522-226284775737-UPI,0000226284775737,19/09/22,140.0,,3923.58, naresh purohit np,4,"[list([('naresh purohit', 11.170927092504018), ('purohit np', 11.167440746173527), ('naresh purohit np', 11.166542020373829), ('gagan pan', 0.13119500953407723), ('pan shop', 0.1307016139459496)])]"
155,19/09/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-226233099369-SUBSCRIPTION DEBIT,0000226233099369,19/09/22,30.0,,3893.58, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
156,20/09/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-226355653002-SUBSCRIPTION DEBIT,0000226355653002,20/09/22,40.0,,3853.58, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
157,21/09/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-226452389602-SUBSCRIPTION DEBIT,0000226452389602,21/09/22,40.0,,3813.58, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
